date,ether_price,daily_tx_volume,unqiue_address_count,network_hashes,marketcap,tx_fee,network_util,gas_used
7/30/2015,0,8893,8894,11.5297,0,0,0,0
7/31/2015,0,0,0,51.4594,0,0,0,0
8/1/2015,0,0,0,57.7845,0,0,0,0
8/2/2015,0,0,0,67.9224,0,0,0,0
8/3/2015,0,0,0,74.5737,0,0,0,0
8/4/2015,0,0,0,82.0352,0,0,0,0
8/5/2015,0,0,0,86.1558,0,0,0,0
8/6/2015,0,0,0,88.3326,0,0,0,0
8/7/2015,2.77,2050,1087,95.2981,200.215391,3.73E+19,0.1317,49353826
8/8/2015,0.81,2881,827,104.8971,58.56937308,6.81E+19,0.0468,376006093
8/9/2015,0.74,1329,733,109.6916,53.52793425,1.41E+19,0.0024,38863003
8/10/2015,0.68,2037,1002,120.5988,49.20674727,3.12E+19,0.0045,74070061
8/11/2015,1.06,4963,2343,134.7695,76.73434492,1.13E+19,0.0099,163481740
8/12/2015,1.25,2036,907,143.0004,90.52282797,3.26E+19,0.0044,70102332
8/13/2015,1.78,2842,1275,156.6101,128.9548243,2.49E+19,0.0053,88234087
8/14/2015,1.8,3174,1595,196.7576,130.459747,1.44E+19,0.0043,78746522
8/15/2015,1.79,2284,1314,227.665,129.7860083,8.84E+18,0.0035,59565914
8/16/2015,1.37,2440,1203,231.8948,99.37054484,6.68E+18,0.0036,58241191
8/17/2015,1.2,2512,1250,258.9066,87.07363598,7.64E+18,0.0036,60515132
8/18/2015,1.27,2494,1295,270.4645,92.18615818,1.19E+19,0.0043,66816413
8/19/2015,1.26,3246,1351,284.0496,91.49465828,1.54E+19,0.0056,91746712
8/20/2015,1.48,2303,1168,221.4382,107.5010805,6.86E+18,0.005,63112713
8/21/2015,1.44,3919,1426,277.282,104.6340808,7.86E+18,0.0067,106379973
8/22/2015,1.39,3579,1415,312.6127,101.0392482,4.25E+19,0.0055,90744195
8/23/2015,1.35,4190,1571,317.1623,98.167089,8.05E+18,0.0075,117802449
8/24/2015,1.24,4432,1437,333.3458,90.20218242,8.88E+18,0.006,97648912
8/25/2015,1.17,4487,1581,325.2465,85.14140496,8.26E+18,0.0071,114480057
8/26/2015,1.16,4156,1528,343.1277,84.44402069,7.45E+18,0.0063,99511209
8/27/2015,1.13,5590,1592,341.1168,82.28784568,8.67E+18,0.01,147888097
8/28/2015,1.3,4758,1532,355.2287,94.69892579,9.93E+18,0.0077,111903559
8/29/2015,1.18,4139,1376,351.453,85.98406599,5.51E+18,0.0073,99107570
8/30/2015,1.32,4572,1625,340.144,96.21388409,5.63E+18,0.0079,102643603
8/31/2015,1.35,5196,1516,359.3523,98.42930941,7.42E+18,0.01,129040364
9/1/2015,1.35,5153,1556,363.4134,98.45677242,7.84E+18,0.0113,140186844
9/2/2015,1.29,5195,1515,355.9032,94.10463554,8.15E+18,0.0124,139367393
9/3/2015,1.26,4777,1449,339.3088,91.93805562,6.97E+18,0.0119,126323875
9/4/2015,1.27,5642,1451,350.0661,92.69703671,9.73E+18,0.012,167169621
9/5/2015,1.37,5519,1487,374.917,100.0311278,9.14E+18,0.0103,159443421
9/6/2015,1.3,5521,1588,388.4451,94.95406704,8.06E+18,0.0091,142769611
9/7/2015,1.24,5702,1633,379.8349,90.60314262,9.26E+18,0.0113,170954165
9/8/2015,1.23,5622,1546,370.7395,89.90431989,1.04E+19,0.0103,159613715
9/9/2015,1.21,5604,1544,386.1935,88.47443849,9.84E+18,0.011,173606036
9/10/2015,1.16,5341,1540,392.0801,84.84914526,7.93E+18,0.009,141533806
9/11/2015,0.98,6460,1702,421.6556,71.70959362,8.88E+18,0.0099,160019709
9/12/2015,1.04,5596,1545,424.2721,76.12743405,1.14E+19,0.0118,186314190
9/13/2015,0.94,6057,1599,432.7014,68.83208959,9.58E+18,0.0114,177583552
9/14/2015,0.87,5572,1623,399.6471,63.72855735,9.90E+18,0.0113,171636301
9/15/2015,0.94,5409,1487,387.7858,68.88022082,8.43E+18,0.0098,148568242
9/16/2015,0.9,5872,1511,383.9057,65.9728339,1.51E+19,0.0094,146153300
9/17/2015,0.89,5368,1518,362.1457,65.26244012,8.56E+18,0.0097,147106346
9/18/2015,0.85,5802,1463,346.2296,62.35131321,1.18E+19,0.0139,212949263
9/19/2015,0.89,5205,1368,357.5566,65.30968257,7.98E+18,0.0095,151038683
9/20/2015,0.94,6402,1467,408.748,69.00506956,1.10E+19,0.0124,206446103
9/21/2015,0.9,6305,1522,409.9779,66.09267031,1.02E+19,0.012,190902398
9/22/2015,0.9,6804,1536,410.0917,66.11640359,1.14E+19,0.0133,211491983
9/23/2015,0.9,7404,1738,438.8619,66.14077587,1.07E+19,0.0122,198471252
9/24/2015,0.81,6224,1570,436.2345,59.54807077,1.03E+19,0.0117,183782502
9/25/2015,0.74,5851,1537,443.497,54.42192374,9.84E+18,0.0111,178617418
9/26/2015,0.78,5907,1421,440.6371,57.38385939,9.29E+18,0.0104,160320021
9/27/2015,0.72,5760,1418,426.444,52.98772435,8.42E+18,0.0111,165754018
9/28/2015,0.59,6123,1546,391.4721,43.43507773,9.27E+18,0.0115,171799357
9/29/2015,0.68,5738,1533,347.3122,50.07733809,8.88E+18,0.0107,155322802
9/30/2015,0.72,5870,1491,332.8925,53.04113136,8.39E+18,0.0108,161315703
10/1/2015,0.68,6421,1474,365.2783,50.11304882,8.77E+18,0.0102,167413168
10/2/2015,0.68,6063,1376,378.4969,50.13134975,9.77E+18,0.0109,175336965
10/3/2015,0.69,6112,1390,390.9186,50.88682857,9.79E+18,0.0111,176738025
10/4/2015,0.67,6624,1394,371.1233,49.42891973,9.43E+18,0.0114,175625589
10/5/2015,0.63,6279,1410,385.5859,46.49440568,1.15E+19,0.0138,217225401
10/6/2015,0.66,6458,1416,368.4521,48.72494913,1.00E+19,0.0123,185466056
10/7/2015,0.61,7121,1374,366.9765,45.0496066,1.22E+19,0.0145,227483136
10/8/2015,0.62,6926,1331,375.1336,45.80472969,1.20E+19,0.0128,206603046
10/9/2015,0.65,6763,1367,364.9485,48.03762856,1.13E+19,0.0117,180944156
10/10/2015,0.63,6529,1267,360.6383,46.57561248,1.14E+19,0.0113,174240457
10/11/2015,0.63,6023,1301,381.8711,46.59231428,9.00E+18,0.0097,154497993
10/12/2015,0.63,6593,1336,386.3386,46.60919828,1.07E+19,0.0124,200001725
10/13/2015,0.6,6818,1476,397.9554,44.40571361,1.23E+19,0.0139,223630692
10/14/2015,0.51,6830,1567,394.1999,37.75805314,1.18E+19,0.0125,193279995
10/15/2015,0.56,6499,1497,372.9212,41.47416492,1.89E+19,0.0225,347607211
10/16/2015,0.53,6795,1367,347.0096,39.2658186,2.12E+19,0.0261,400824348
10/17/2015,0.55,6567,1356,373.0388,40.76209545,1.23E+19,0.0145,230368185
10/18/2015,0.52,6481,1346,362.4454,38.55214953,1.31E+19,0.0161,249377360
10/19/2015,0.49,6604,1453,360.9165,36.34071075,1.17E+19,0.0139,216816740
10/20/2015,0.44,5897,1315,359.4184,32.64399966,1.15E+19,0.0122,191557542
10/21/2015,0.44,6182,1522,358.9999,32.65546008,1.02E+19,0.0115,180468852
10/22/2015,0.59,5979,1390,341.149,43.80294845,1.32E+19,0.0157,237772273
10/23/2015,0.52,6888,1524,380.6258,38.62031893,1.37E+19,0.0157,260401303
10/24/2015,0.57,6361,1636,400.8051,42.34926668,1.07E+19,0.013,211420205
10/25/2015,0.65,5830,1498,415.4128,48.31045265,9.08E+18,0.0106,170100960
10/26/2015,0.74,5938,1656,399.276,55.01876958,1.08E+19,0.0132,203310004
10/27/2015,0.87,6784,1707,423.6995,64.70817694,1.89E+19,0.0223,365376906
10/28/2015,1.01,7346,1701,425.0888,75.14759895,1.09E+19,0.013,202357247
10/29/2015,1.16,7836,1975,457.198,86.3400416,1.26E+19,0.0149,241667844
10/30/2015,1.04,7941,2220,485.0091,77.43714602,1.35E+19,0.0152,250649964
10/31/2015,0.89,7557,1988,512.5808,66.29302244,1.55E+19,0.0184,296674561
11/1/2015,1.05,6915,2132,520.7818,78.24045833,1.62E+19,0.0195,316473677
11/2/2015,0.96,6558,2040,494.4047,71.56018218,1.04E+19,0.0122,193339829
11/3/2015,1,7399,2067,480.1956,74.56946222,1.22E+19,0.0148,236076946
11/4/2015,0.87,7037,2040,508.4657,64.8995454,9.39E+18,0.0112,180987375
11/5/2015,0.89,7498,1915,489.3514,66.41577833,1.06E+19,0.0125,199792729
11/6/2015,0.92,7882,1808,491.3861,68.67974084,1.59E+19,0.0192,309939683
11/7/2015,0.92,10996,2068,478.1613,68.70431893,3.21E+19,0.037,572275369
11/8/2015,1.02,12413,2272,498.873,76.20001453,2.95E+19,0.0357,563914716
11/9/2015,1,7689,2061,496.5674,74.73295613,1.13E+19,0.0134,211894015
11/10/2015,0.92,8151,1827,505.3881,68.77956817,1.54E+19,0.0181,287969451
11/11/2015,0.78,10217,2034,508.885,58.33481687,2.31E+19,0.0262,414061456
11/12/2015,0.89,9534,1808,517.4888,66.58646364,2.59E+19,0.0282,450460992
11/13/2015,0.89,7891,1806,528.3143,66.61154843,1.46E+19,0.0174,280236525
11/14/2015,0.89,7211,1798,534.8715,66.63678674,1.85E+19,0.0224,360305868
11/15/2015,0.9,7170,1760,550.2513,67.41082283,1.15E+19,0.0138,224846805
11/16/2015,0.94,7442,1868,541.2585,70.43261084,1.03E+19,0.0115,182259335
11/17/2015,1,7145,1902,535.801,74.956103,9.60E+18,0.0106,171866071
11/18/2015,0.99,7373,1860,550.5812,74.23352148,1.03E+19,0.0122,195036006
11/19/2015,0.95,8876,1865,552.7532,71.25942255,1.59E+19,0.0186,291565861
11/20/2015,0.93,6348,1764,472.9611,69.78259551,1.20E+19,0.0145,215430072
11/21/2015,0.97,6822,1711,480.0484,72.80997619,1.12E+19,0.0127,200136785
11/22/2015,0.96,7083,2016,480.251,72.08526693,1.12E+19,0.0127,200785655
11/23/2015,0.94,8260,1739,487.9382,70.60912654,1.33E+19,0.0146,233727612
11/24/2015,0.91,7152,1821,486.5758,68.38007557,1.30E+19,0.0136,213080657
11/25/2015,0.86,7098,1711,470.151,64.64569437,1.25E+19,0.0152,236509015
11/26/2015,0.88,7278,1805,470.857,66.17243644,9.31E+18,0.0111,172083879
11/27/2015,0.87,6639,1661,492.9653,65.44473852,9.40E+18,0.0107,173300084
11/28/2015,0.91,6817,1652,498.5437,68.47845126,1.46E+19,0.0176,277436869
11/29/2015,0.87,6853,1667,500.4669,65.49220205,9.09E+18,0.0108,171604728
11/30/2015,0.88,8986,1783,503.9533,66.26905948,2.08E+19,0.0237,378296036
12/1/2015,0.87,6794,1764,514.3284,65.53996423,1.31E+19,0.0145,231616100
12/2/2015,0.83,6502,1674,481.8385,62.54821838,1.14E+19,0.0138,209753737
12/3/2015,0.82,6971,1759,504.3068,61.81763728,1.07E+19,0.0121,198524826
12/4/2015,0.84,6898,1743,493.1904,63.3477952,1.24E+19,0.0143,224707034
12/5/2015,0.85,6784,1717,511.9346,64.12453021,1.31E+19,0.0147,231821279
12/6/2015,0.84,9103,2007,487.6672,63.39217883,1.71E+19,0.0208,321509549
12/7/2015,0.8,7141,1953,483.681,60.39487878,9.64E+18,0.0113,176718066
12/8/2015,0.83,6697,1758,469.5651,62.6815261,9.15E+18,0.0111,170716327
12/9/2015,0.79,7001,1749,494.265,59.68310567,1.01E+19,0.011,179709088
12/10/2015,0.84,7444,1780,504.7793,63.4835984,1.13E+19,0.0127,205190667
12/11/2015,0.91,8105,1788,514.5903,68.79848902,1.69E+19,0.017,270674425
12/12/2015,0.97,8205,2153,517.9029,73.3610435,2.31E+19,0.0222,353864548
12/13/2015,0.96,7426,1968,556.8745,72.63153513,1.87E+19,0.0196,325726017
12/14/2015,0.99,15550,2187,541.3528,74.92771211,7.47E+19,0.0901,1415319249
12/15/2015,1.01,21098,2165,559.704,76.46868794,1.14E+20,0.1209,1945458070
12/16/2015,0.99,10304,2154,534.0622,74.98064927,4.42E+19,0.0536,838759501
12/17/2015,0.94,9612,2403,553.9679,71.21901793,3.24E+19,0.0381,606010119
12/18/2015,0.91,9032,2185,552.1806,68.97034167,3.22E+19,0.0382,601895736
12/19/2015,0.9,9314,2189,548.8488,68.2364509,2.85E+19,0.0341,539740128
12/20/2015,0.9,9879,2210,533.1539,68.26024339,3.44E+19,0.0421,655002877
12/21/2015,0.89,12063,2316,531.4617,67.52534369,3.91E+19,0.0474,740632642
12/22/2015,0.87,21027,2313,564.9776,66.03173594,5.92E+19,0.0695,1120896788
12/23/2015,0.85,22740,2216,552.9946,64.53705447,8.14E+19,0.0908,1474132298
12/24/2015,0.85,13494,2236,539.4988,64.55973805,4.58E+19,0.0553,872428171
12/25/2015,0.87,9521,2160,539.1713,66.10210984,2.66E+19,0.0315,502552472
12/26/2015,0.85,10726,2285,529.3583,64.60509724,3.13E+19,0.0374,587287522
12/27/2015,0.85,21867,2216,545.346,64.62792293,8.66E+19,0.0803,1308470039
12/28/2015,0.84,12368,2424,545.0927,63.89032311,3.64E+19,0.043,687001176
12/29/2015,0.87,11358,2394,542.2221,66.19531552,3.32E+19,0.0397,621538951
12/30/2015,0.9,21767,2364,534.5552,68.50197523,7.61E+19,0.0851,1353161589
12/31/2015,0.93,10301,2579,542.7166,70.81040259,2.51E+19,0.0286,452065747
1/1/2016,0.93,8233,2351,526.2007,70.8346445,1.57E+19,0.019,292262422
1/2/2016,0.93,9164,2411,528.0765,70.86011153,1.94E+19,0.023,368139389
1/3/2016,0.97,9258,2455,544.8281,73.93470377,1.94E+19,0.0229,369359246
1/4/2016,0.95,9474,2539,541.3346,72.43632648,2.13E+19,0.0251,402593450
1/5/2016,0.95,16430,2535,548.8214,72.46277374,6.04E+19,0.0667,1081639803
1/6/2016,0.96,17074,2646,552.2518,73.25206023,6.65E+19,0.0778,1248021662
1/7/2016,0.95,22075,2684,526.3401,72.51468901,6.55E+19,0.0785,1230019603
1/8/2016,0.99,10919,2611,550.7067,75.59565583,2.60E+19,0.0298,484149867
1/9/2016,0.99,11793,2625,551.6457,75.62297565,3.93E+19,0.0454,727791392
1/10/2016,0.99,10320,2798,538.0286,75.64999074,2.63E+19,0.0307,491410995
1/11/2016,1.05,10893,2951,561.5707,80.26319408,2.55E+19,0.0301,482297856
1/12/2016,1.23,10862,2987,541.1136,94.05445674,2.56E+19,0.0305,471922007
1/13/2016,1.13,17665,2816,530.6222,86.43773784,6.03E+19,0.0644,1023451156
1/14/2016,1.16,10653,2753,553.7419,88.76377134,2.68E+19,0.0306,489948500
1/15/2016,1.22,9875,3126,567.1537,93.38769365,2.32E+19,0.0257,409950494
1/16/2016,1.22,10664,2666,574.0822,93.42005186,2.27E+19,0.0264,418575124
1/17/2016,1.31,9747,2579,568.3259,100.3465408,1.70E+19,0.0204,323467063
1/18/2016,1.47,12916,3051,591.419,112.6417385,3.09E+19,0.0371,591740638
1/19/2016,1.37,13420,2846,584.904,105.0147824,3.56E+19,0.0434,678347830
1/20/2016,1.53,10610,3351,588.1518,117.3198925,1.90E+19,0.022,348032526
1/21/2016,1.54,10734,2902,584.1308,118.1266048,2.03E+19,0.022,342268224
1/22/2016,1.52,13848,2978,610.6596,116.6324006,3.12E+19,0.0362,570242575
1/23/2016,2.03,11025,3410,608.8656,155.8179528,1.74E+19,0.0208,322444465
1/24/2016,2.1,12798,3823,650.5701,161.2481959,2.37E+19,0.0261,423769859
1/25/2016,2.5,17121,4040,624.8285,192.0263805,4.02E+19,0.0474,726749777
1/26/2016,2.3,16511,4329,672.8732,176.7263453,3.79E+19,0.0416,673354229
1/27/2016,2.42,18747,4056,663.7333,186.0100142,5.69E+19,0.0631,988064305
1/28/2016,2.55,16765,4466,652.1991,196.0700276,4.14E+19,0.0477,757796542
1/29/2016,2.41,16395,4323,670.1196,185.3684454,3.74E+19,0.0423,662122614
1/30/2016,2.43,14661,4341,668.8032,186.970422,3.54E+19,0.0347,547033880
1/31/2016,2.2,14166,4392,646.7083,169.3301332,3.39E+19,0.0345,528433090
2/1/2016,2.17,14199,4200,679.1845,167.0784418,3.25E+19,0.0297,467975052
2/2/2016,2.45,14291,4167,648.4793,188.7003281,2.95E+19,0.0298,463852720
2/3/2016,2.53,14274,4328,696.9209,194.9310353,2.77E+19,0.0278,454011879
2/4/2016,2.57,14371,4078,694.2255,198.0812141,3.27E+19,0.0308,490608958
2/5/2016,2.57,15249,4699,698.6372,198.1494697,3.90E+19,0.0336,532003821
2/6/2016,2.53,31418,3840,674.6478,195.1320861,2.41E+20,0.0965,1516518359
2/7/2016,3,14264,4055,693.3343,231.4619743,5.31E+19,0.0285,456085675
2/8/2016,3.16,14719,4497,723.2448,243.8908427,3.78E+19,0.0282,449250211
2/9/2016,3.76,15517,4757,699.4473,290.2987619,5.02E+19,0.0289,459451796
2/10/2016,4.35,17141,6032,718.0474,335.9647627,5.89E+19,0.0315,490191172
2/11/2016,6.38,21440,7682,747.5285,492.9172471,4.65E+19,0.0433,682060218
2/12/2016,5.27,18109,6485,720.7269,407.298583,3.31E+19,0.0342,540874146
2/13/2016,5.22,19327,6066,766.029,403.5745918,3.61E+19,0.0396,634287258
2/14/2016,5.2,16624,5550,775.2691,402.1652401,2.78E+19,0.0328,514552660
2/15/2016,5.22,17159,5686,794.6889,403.8489256,3.07E+19,0.0349,545779880
2/16/2016,4.25,17549,5689,789.694,328.9165965,3.33E+19,0.0373,589465103
2/17/2016,3.86,19990,5730,770.0884,298.8327558,4.10E+19,0.0474,724546098
2/18/2016,4.36,16969,5538,750.9481,337.6559587,2.93E+19,0.0343,538282068
2/19/2016,4.45,18412,5532,794.8141,344.744538,3.70E+19,0.0415,656406787
2/20/2016,4.37,16714,5229,800.292,338.662954,2.68E+19,0.0315,499477626
2/21/2016,4.63,17119,6288,808.8832,358.9351015,2.81E+19,0.032,507918522
2/22/2016,5.6,18190,6009,844.5991,434.2830119,3.25E+19,0.0346,554402169
2/23/2016,5.7,18482,6049,849.5091,442.1872347,9.42E+19,0.0993,1552859093
2/24/2016,6.23,19540,6037,846.5788,483.4675293,5.20E+19,0.0563,893246284
2/25/2016,5.93,19503,6600,855.9038,460.3456537,3.16E+19,0.0353,568292172
2/26/2016,6.03,21068,5928,881.5024,468.2693736,5.09E+19,0.0605,961624302
2/27/2016,6.31,18981,5919,896.6538,490.1785461,2.84E+19,0.034,532969743
2/28/2016,6.5,19063,6499,915.9603,505.1100236,2.94E+19,0.0332,524028419
2/29/2016,6.35,20358,7116,885.9939,493.613846,3.29E+19,0.0385,583141365
3/1/2016,7.59,21778,7659,900.4969,590.2055728,3.40E+19,0.0371,588897890
3/2/2016,8.7,23562,8545,939.1247,676.7520265,3.91E+19,0.0382,610077143
3/3/2016,9.35,24837,9065,957.2282,727.5580997,3.53E+19,0.0411,664818999
3/4/2016,9.96,24287,8979,982.6566,775.2822747,3.40E+19,0.0292,684182604
3/5/2016,11,27115,10061,1030.3311,856.527848,3.39E+19,0.034,823063642
3/6/2016,10.98,27661,9726,1036.7243,855.2494132,3.77E+19,0.0385,839897699
3/7/2016,9.5,23271,8044,1047.5369,740.216755,3.04E+19,0.0353,665621532
3/8/2016,9.88,24104,9472,1060.2446,770.0805577,3.33E+19,0.0307,724565328
3/9/2016,11.55,24557,9249,1080.6917,900.5433309,2.61E+19,0.0307,722145124
3/10/2016,11.11,24814,9813,1124.5588,866.5327499,2.03E+19,0.0281,688871222
3/11/2016,11.25,23124,9482,1152.2742,877.7480576,1.92E+19,0.0271,646851762
3/12/2016,13.25,27887,9981,1215.6928,1034.141561,2.43E+19,0.0339,802737599
3/13/2016,15,28127,10165,1291.2983,1171.135053,2.56E+19,0.0343,838358312
3/14/2016,12.5,28528,10423,1246.4302,976.275977,2.78E+19,0.0397,956222024
3/15/2016,13.09,29273,10370,1295.5505,1022.76492,2.40E+19,0.032,903071543
3/16/2016,12.92,27596,9656,1322.2236,1009.889111,2.39E+19,0.0314,892420435
3/17/2016,11.14,33531,10288,1369.4014,871.1125351,3.17E+19,0.0359,1028386837
3/18/2016,10.75,31821,10764,1354.7364,840.952114,2.74E+19,0.0336,944417594
3/19/2016,10.55,34779,9581,1419.6017,825.6449208,4.43E+19,0.044,1260165166
3/20/2016,10.06,32447,10077,1450.4615,787.6152788,3.57E+19,0.0407,1157109905
3/21/2016,11.97,32511,10321,1430.1956,937.5282274,3.25E+19,0.0393,1109953099
3/22/2016,10.96,32890,9781,1466.4437,858.7693978,2.61E+19,0.0392,1121742299
3/23/2016,12.29,31786,10094,1389.2046,963.3659817,3.27E+19,0.0435,1225594298
3/24/2016,11.13,36947,10069,1505.2497,872.7949802,4.14E+19,0.0565,1626133605
3/25/2016,10.69,36762,10032,1574.3074,838.6318583,4.04E+19,0.0459,1312008358
3/26/2016,11,36646,9849,1620.192,863.3026861,3.51E+19,0.0462,1332524164
3/27/2016,10.5,29974,10650,1641.9153,824.3937781,1.92E+19,0.029,825632165
3/28/2016,11.58,33613,10799,1608.6662,909.5510967,2.64E+19,0.0419,1184635969
3/29/2016,11.73,33915,12292,1670.8109,921.7016122,2.39E+19,0.0346,979937403
3/30/2016,11.88,36767,12463,1712.2136,933.8646794,3.74E+19,0.0464,1322684855
3/31/2016,11.41,32259,11296,1769.0299,897.277002,2.50E+19,0.0382,1083408441
4/1/2016,11.63,33320,10957,1789.7099,914.9485168,2.42E+19,0.0379,1086582845
4/2/2016,11.61,29358,10762,1726.9503,913.7359419,1.81E+19,0.0283,790470279
4/3/2016,11.58,29588,10813,1825.8351,911.7422969,1.79E+19,0.0282,801995961
4/4/2016,11.1,34907,11664,1909.2179,874.3045498,2.49E+19,0.039,1117941655
4/5/2016,10.39,39173,12096,1918.4151,818.7086277,2.86E+19,0.045,1282980842
4/6/2016,10.79,32078,11879,1894.4371,850.565052,2.17E+19,0.0334,946603089
4/7/2016,10.08,31893,11757,1812.6601,794.9106194,2.14E+19,0.0341,957476321
4/8/2016,9.74,34010,11564,1973.1984,768.4090041,2.52E+19,0.039,1120960125
4/9/2016,9.16,31923,11977,1959.8205,722.9347576,2.00E+19,0.0316,882969880
4/10/2016,8.8,32237,12827,2036.3026,694.8021537,1.94E+19,0.0295,843594204
4/11/2016,8.72,30327,12058,1971.8315,688.7557989,1.87E+19,0.0289,809577184
4/12/2016,7.54,34673,12595,1930.8805,595.7892323,2.29E+19,0.0362,1025930028
4/13/2016,8.02,36051,12905,2027.4732,633.9699778,3.30E+19,0.0439,1248480822
4/14/2016,8.48,34781,12319,2040.3898,670.5986268,3.17E+19,0.0394,1121719747
4/15/2016,8.22,34959,11839,2122.0072,650.2986687,2.34E+19,0.0369,1056627642
4/16/2016,8.48,30483,11886,2151.0281,671.1351114,1.72E+19,0.0267,756208802
4/17/2016,9.45,40203,12505,2099.2955,748.2018086,3.02E+19,0.0423,1201820598
4/18/2016,8.92,33513,12490,2225.2231,706.5233545,2.01E+19,0.0318,907032725
4/19/2016,8.77,32622,12427,2224.0597,694.9170904,1.91E+19,0.0304,853996868
4/20/2016,8.54,32944,12679,2269.7286,676.964195,2.38E+19,0.0378,1076546004
4/21/2016,8.16,37181,12672,2289.2977,647.0976775,3.04E+19,0.0442,1249597416
4/22/2016,7.83,31678,12803,2218.8202,621.1755318,2.06E+19,0.0324,920182050
4/23/2016,8.31,31845,12584,2314.4714,659.5186317,1.95E+19,0.0302,861316279
4/24/2016,8,34046,12692,2281.4876,635.1676103,2.25E+19,0.036,1015487149
4/25/2016,7.43,35430,13185,2398.2374,590.1506962,2.39E+19,0.0374,1078392266
4/26/2016,7.5,32582,13372,2327.7401,595.9453209,2.17E+19,0.0335,939517922
4/27/2016,7.77,33847,13231,2343.4699,617.6470212,2.05E+19,0.0322,919149984
4/28/2016,7.3,34343,12993,2398.094,580.5174155,2.26E+19,0.0356,1012268150
4/29/2016,7.52,37332,14985,2445.412,598.2507215,2.34E+19,0.0374,1063388022
4/30/2016,8.83,45769,19625,2541.0507,702.7488739,3.22E+19,0.0484,1383313281
5/1/2016,8.76,39578,14504,2519.2786,697.4494905,3.67E+19,0.054,1511731587
5/2/2016,10.03,41748,17590,2435.2643,798.8838161,2.74E+19,0.0411,1177337542
5/3/2016,9.37,37821,14875,2570.8192,746.6130742,2.68E+19,0.0402,1146450482
5/4/2016,9.43,37484,14517,2540.3269,751.6906036,2.73E+19,0.0426,1201616945
5/5/2016,9.79,38707,14754,2548.6649,780.6982958,3.11E+19,0.0477,1358637069
5/6/2016,9.27,41271,14564,2558.802,739.525383,3.52E+19,0.0564,1602023916
5/7/2016,9.3,35864,14188,2546.9321,742.2122991,2.42E+19,0.036,1015648265
5/8/2016,9.44,40063,14766,2596.7218,753.6860441,2.89E+19,0.0442,1261744195
5/9/2016,9.32,38560,15277,2619.8292,744.4016784,2.63E+19,0.0414,1179593620
5/10/2016,9.39,40684,15296,2678.5523,750.2903499,2.77E+19,0.0427,1210893421
5/11/2016,9.97,40811,16737,2576.6882,796.9457564,3.16E+19,0.0501,1397950926
5/12/2016,10.1,45002,17110,2640.5013,807.6630217,3.93E+19,0.0568,1632935906
5/13/2016,10.48,47737,18490,2813.5085,838.3877649,4.32E+19,0.058,1656228527
5/14/2016,10.14,45745,16645,2768.5727,811.5092735,3.55E+19,0.0548,1537818716
5/15/2016,9.94,43073,16088,2787.9132,795.8193508,3.13E+19,0.0505,1432831255
5/16/2016,11.04,37424,15263,2782.0494,884.2357783,2.76E+19,0.0446,1254259751
5/17/2016,12.26,40309,16885,2777.3602,982.3449155,2.85E+19,0.0449,1284047189
5/18/2016,13.29,46033,19510,2893.0189,1065.305363,3.51E+19,0.0533,1521937451
5/19/2016,14.49,44523,18335,2959.2314,1161.957746,3.31E+19,0.0513,1452477473
5/20/2016,13.73,45177,17303,3019.804,1101.453694,3.80E+19,0.0583,1658172149
5/21/2016,13.95,43621,16644,3042.5019,1119.546786,3.58E+19,0.0573,1615273249
5/22/2016,14.21,38895,15543,3034.0969,1140.871252,2.89E+19,0.0443,1271624964
5/23/2016,13.45,43806,18110,3047.7928,1080.284992,2.96E+19,0.0468,1325875411
5/24/2016,12.62,42911,17254,3097.5979,1014.024446,2.86E+19,0.0445,1261981585
5/25/2016,12.53,46443,17710,3126.5085,1007.198327,3.27E+19,0.0516,1466859954
5/26/2016,12.37,51147,24304,3161.323,994.7334441,3.56E+19,0.057,1618046432
5/27/2016,11.11,49006,19767,3175.1154,893.7696492,3.80E+19,0.0583,1661028547
5/28/2016,11.56,70148,25573,3253.1913,930.344543,8.10E+19,0.1044,2961437212
5/29/2016,12.28,45890,18728,3275.4294,988.6824983,3.88E+19,0.0575,1627804887
5/30/2016,12.48,42927,17502,3266.9893,1005.18423,3.19E+19,0.0497,1408071800
5/31/2016,13.85,44386,18220,3226.0808,1115.965705,3.12E+19,0.0503,1407740921
6/1/2016,13.83,42221,17481,3170.4475,1114.798756,3.12E+19,0.0501,1425852805
6/2/2016,13.78,39666,17325,3240.5703,1111.211863,2.59E+19,0.0404,1156113110
6/3/2016,13.78,39834,16848,3413.4593,1111.656573,2.52E+19,0.04,1136334398
6/4/2016,13.66,37875,16496,3396.8318,1102.415018,2.44E+19,0.0391,1107944429
6/5/2016,13.85,37896,16430,3326.0748,1118.186182,2.38E+19,0.0383,1076614254
6/6/2016,13.96,38957,17410,3441.9709,1127.518994,2.59E+19,0.0396,1140974452
6/7/2016,14.41,46141,17193,3465.5588,1164.324862,6.75E+19,0.1004,2845963523
6/8/2016,14.44,40433,17781,3478.0667,1167.21531,2.84E+19,0.044,1263496163
6/9/2016,14.49,39854,17199,3639.7054,1171.723868,2.89E+19,0.0451,1294746453
6/10/2016,13.97,40145,17682,3424.0833,1130.109791,2.89E+19,0.0468,1302395289
6/11/2016,14.01,36901,14569,3555.18,1133.79919,2.72E+19,0.0433,1248713565
